周颖仕,男,32146047,3.1891,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
韦啶,男,32164885,1.6847,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
雷喑,女,32777850,3.1507,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
孙獬,女,32406774,3.4292,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
魏垃,女,32637122,3.5391,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
岑伟俗,男,32710223,2.936,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0
姜辰济,男,32000645,2.8482,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
李茵俣,男,32711703,1.7226,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1
贺卦,女,32483888,2.8159,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
谢苣,男,32631653,1.8799,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0
陈东使,女,32723168,2.8615,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
昌岳谀,女,32310441,3.6988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
郑褪,男,32144368,2.0087,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
蒋辰窜,女,32402650,2.6289,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
严铭馑,男,32561871,1.4401,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1
王呱,男,32205427,3.2453,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
钱骏小,男,32643506,2.9286,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
潘站,男,32706024,3.1509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
姜凡悛,男,32568624,2.7058,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
曹德认,女,32244736,3.5033,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
沈兰钵,男,32635167,2.6656,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
何坤迅,男,32471456,1.8993,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
潘歌极,女,32826206,3.4789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
韦伟饬,女,32443251,2.2649,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0
马谲,男,32156676,3.4201,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
马茵窝,男,32020767,3.3381,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1
李坤啃,男,32441226,3.9168,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
罗碧,女,32316552,3.357,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
孔杰冤,男,32105884,2.9856,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
陈坤窃,女,32863618,3.9946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
谢月谀,女,32437654,3.2079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
韩坤攉,男,32561172,3.4458,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
方牢,女,32681741,3.1419,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
赵铭谝,男,32348207,2.2488,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1
陈坤芷,女,32512807,1.4697,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
曹窝,女,32100185,2.2023,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
何伟趾,男,32378552,1.8753,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
周榨,男,32404817,3.639,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
贺桐媾,男,32618422,3.3205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
许杰港,女,32513050,3.4751,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1
罗晓力,男,32650285,2.4658,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
周伟吓,女,32824663,3.4399,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
陈茵慨,女,32815785,1.839,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1
昌铭端,女,32285531,1.2965,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1
钱亮激,男,32251786,3.0431,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
方杰喊,男,32110331,3.9917,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
蒋桐姣,女,32775358,2.9636,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1
范峰掩,女,32886418,1.8008,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1
沈汉嘧,女,32344318,2.6717,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1
马峭,女,32422855,2.8416,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0
罗汉有,女,32737753,3.7266,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
韦德冈,女,32347502,2.4731,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
周浆,女,32702571,2.4262,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1
秦欣炕,女,32128170,3.9462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
谢伟赂,男,32440288,2.7339,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
王歌阀,女,32640383,3.1044,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
谢伟尘,男,32163501,1.8922,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1
蒋督,女,32554540,2.3338,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0
姜凡衫,女,32464648,3.8606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
雷德倥,女,32184285,2.6378,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
孙国叻,女,32634708,3.8987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
苏论,男,32004531,3.7004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
蒋歌唰,男,32887164,3.0965,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
谢惫,男,32361383,2.1045,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
罗狄,女,32751876,3.1981,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
贺游,男,32243087,1.7532,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
钱隆喃,男,32423866,2.2174,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0
苏贝抢,女,32580870,1.7583,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0
张嫦,女,32818622,3.2388,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
