钱东先,女,32200644,3.7275,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
苏茅,女,32345864,2.5597,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1
李汉叛,男,32172557,3.5705,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
张晓佰,男,32025088,2.6765,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
孙杰僵,女,32485332,3.5408,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
鲁兰卮,女,32024282,2.8701,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
钱铭栅,女,32580340,2.0626,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0
王联,男,32505077,1.8551,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0
周骏媾,女,32570318,3.5133,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
冯虏,男,32013005,2.714,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
孔兰洎,女,32032477,3.2151,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
何德池,女,32531454,3.8598,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
严欣毙,男,32661171,3.5373,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
钱岳耍,男,32514547,2.9102,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
谢辰何,男,32661245,2.8967,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0
姜憬,女,32714343,3.0725,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
严欣庠,女,32883500,2.6969,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
严诎,男,32456453,2.7897,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0
潘岳宓,男,32378108,2.891,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
鲁遄,女,32574084,1.3872,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1
鲁隆宅,女,32231782,2.366,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0
朱茵崖,女,32147626,2.2174,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
何坤客,女,32800551,2.3186,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
昌凡饴,男,32745815,1.6265,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1
雷国哲,男,32885838,3.4095,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
李欣潜,男,32116131,3.9918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
韦坤闻,男,32306348,2.1248,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1
蒋贝馨,女,32081364,1.3395,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
鲁辰暖,男,32045241,2.78,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
谢颖一,男,32178772,2.4349,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0
韦癌,女,32533813,3.2234,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
许氨,女,32106537,3.988,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
蒋葡,女,32865382,3.7709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
罗隆菏,男,32326626,2.2507,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
冯睛,男,32582311,3.415,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
许伟埂,男,32301025,3.2867,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
潘伟畔,男,32108876,3.3891,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
昌坤稍,女,32873028,2.816,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0
周坤噩,女,32668538,1.6089,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0
许欣晶,男,32107683,3.2657,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
朱杰拴,女,32148342,2.9688,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0
钱烙,女,32805445,1.5643,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1
孙胰,男,32078215,3.6333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
姜兰儆,男,32522532,2.1211,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
贺歌倡,男,32204776,1.1659,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1
李汉举,女,32487053,3.1896,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
钱炳邢,女,32588734,1.8791,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
王坤丕,女,32821367,1.6181,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1
孙茵煤,男,32813143,1.0184,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0
冯琳咄,男,32047348,2.7464,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
孙鸵,男,32704514,3.0974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
何欣嫔,女,32017180,3.2333,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
朱鲍,女,32142220,1.7909,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0
