许亮春,女,32231232,1.7803,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,54
沈东木,女,32024757,1.6587,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,54
许眯,男,32828800,1.6266,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,50
韦亮荭,男,32310535,1.614,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,60
王琳崽,女,32310122,1.58,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,54
孙铺,女,32848576,1.4954,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,56
张嬲,女,32716075,1.4413,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,49
韦月钡,女,32288406,1.3823,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,48
蒋汉苛,男,32024845,1.3174,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,52
秦华,女,32081671,1.2491,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,51
马东馕,男,32134057,1.0198,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,53
